sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
156,2015-01-01 06:00:00,7,Ⅰ,7,Ⅱ,4,Ⅲ,7,-,0,Ⅲ
58,2015-01-01 06:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
58,2015-01-01 07:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
124,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
126,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
127,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
129,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
131,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
133,2015-01-01 08:00:00,6,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
134,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
135,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅱ
136,2015-01-01 08:00:00,6,Ⅰ,2,Ⅴ,-1,-,9999,-,-1,-
138,2015-01-01 08:00:00,8,Ⅰ,3,Ⅳ,9999,-,11,-,4,劣Ⅴ
104,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
105,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
106,2015-01-01 08:00:00,8,Ⅰ,12,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
108,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
109,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
110,2015-01-01 08:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
112,2015-01-01 08:00:00,8,Ⅰ,11,Ⅰ,-1,-,9999,-,-1,-
113,2015-01-01 08:00:00,8,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
115,2015-01-01 08:00:00,8,Ⅰ,13,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
116,2015-01-01 08:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
178,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
179,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,2,劣Ⅴ
168,2015-01-01 08:00:00,7,Ⅰ,13,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
180,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
181,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,5,劣Ⅴ
173,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,7,Ⅳ,9999,-,1,Ⅳ
175,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅲ
176,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
182,2015-01-01 08:00:00,7,Ⅰ,4,Ⅳ,4,Ⅲ,9999,-,0,Ⅱ
183,2015-01-01 08:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
184,2015-01-01 08:00:00,7,Ⅰ,16,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
187,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
189,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
190,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
191,2015-01-01 08:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅰ
192,2015-01-01 08:00:00,-1,-,8,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
194,2015-01-01 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
195,2015-01-01 08:00:00,7,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,1,Ⅴ
80,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
155,2015-01-01 08:00:00,8,Ⅰ,6,Ⅱ,5,Ⅲ,9,-,1,Ⅳ
81,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
75,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
83,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
97,2015-01-01 08:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,5,-,0,Ⅲ
111,2015-01-01 08:00:00,7,Ⅰ,11,Ⅰ,9,Ⅳ,9999,-,0,Ⅲ
193,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
117,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
186,2015-01-01 08:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
185,2015-01-01 08:00:00,7,Ⅰ,6,Ⅱ,9,Ⅳ,9999,-,-1,-
159,2015-01-01 08:00:00,8,Ⅰ,13,Ⅰ,14,Ⅴ,13,-,1,Ⅴ
142,2015-01-01 08:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
58,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
143,2015-01-01 08:00:00,6,Ⅰ,5,Ⅲ,6,Ⅳ,9999,-,0,Ⅲ
158,2015-01-01 08:00:00,8,Ⅰ,13,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
146,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,3,-,0,Ⅱ
213,2015-01-01 08:00:00,7,Ⅰ,6,Ⅱ,7,Ⅳ,7,-,0,Ⅱ
67,2015-01-01 08:00:00,6,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
157,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,3,-,0,Ⅰ
74,2015-01-01 08:00:00,8,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
149,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,3,-,0,Ⅲ
77,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
65,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
156,2015-01-01 08:00:00,7,Ⅰ,7,Ⅰ,4,Ⅲ,7,-,1,Ⅳ
5,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
141,2015-01-01 08:00:00,6,Ⅰ,3,Ⅳ,7,Ⅳ,9999,-,1,Ⅴ
66,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
78,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,4,Ⅲ,6,-,0,Ⅰ
73,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
68,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
70,2015-01-01 08:00:00,7,Ⅰ,5,Ⅲ,5,Ⅲ,33,-,1,Ⅳ
72,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
85,2015-01-01 08:00:00,8,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
137,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
125,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
121,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
114,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
107,2015-01-01 08:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
103,2015-01-01 08:00:00,7,Ⅰ,11,Ⅰ,-1,-,9999,-,0,Ⅱ
57,2015-01-01 08:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,22,-,1,Ⅳ
8,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
32,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
20,2015-01-01 08:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,2,-,0,Ⅰ
202,2015-01-01 08:00:00,6,Ⅰ,7,Ⅰ,-1,-,9999,-,0,Ⅱ
216,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,1,-,0,Ⅰ
214,2015-01-01 08:00:00,7,Ⅰ,6,Ⅱ,0,Ⅰ,0,-,-1,-
212,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,11,Ⅴ,12,-,0,Ⅱ
219,2015-01-01 08:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅰ
177,2015-01-01 08:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
76,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
166,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,5,Ⅲ,6,-,0,Ⅲ
164,2015-01-01 08:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,7,-,0,Ⅱ
162,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,5,-,0,Ⅱ
211,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
210,2015-01-01 08:00:00,8,Ⅰ,8,Ⅰ,9,Ⅳ,17,-,0,Ⅱ
209,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,13,Ⅴ,16,-,0,Ⅱ
207,2015-01-01 08:00:00,7,Ⅰ,3,Ⅳ,5,Ⅲ,-1,-,0,Ⅱ
206,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,0,-,0,Ⅲ
201,2015-01-01 08:00:00,7,Ⅰ,0,劣Ⅴ,12,Ⅴ,9999,-,17,劣Ⅴ
199,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
198,2015-01-01 08:00:00,8,Ⅰ,4,Ⅳ,-1,-,9999,-,0,Ⅲ
197,2015-01-01 08:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
196,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,8,Ⅳ,9999,-,0,Ⅱ
154,2015-01-01 08:00:00,7,Ⅰ,14,Ⅰ,3,Ⅱ,2,-,0,Ⅱ
18,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
53,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
54,2015-01-01 08:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
55,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,2,劣Ⅴ
12,2015-01-01 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
56,2015-01-01 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
60,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,1,Ⅳ
64,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
140,2015-01-01 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
59,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,5,Ⅲ,6,-,1,Ⅳ
61,2015-01-01 08:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,7,-,0,Ⅲ
147,2015-01-01 08:00:00,8,Ⅰ,12,Ⅰ,2,Ⅱ,3,-,0,Ⅱ
152,2015-01-01 08:00:00,8,Ⅰ,5,Ⅲ,4,Ⅲ,5,-,0,Ⅰ
161,2015-01-01 08:00:00,7,Ⅰ,4,Ⅳ,7,Ⅳ,8,-,8,劣Ⅴ
16,2015-01-01 08:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
63,2015-01-01 08:00:00,6,Ⅰ,2,Ⅴ,4,Ⅲ,9999,-,3,劣Ⅴ
84,2015-01-01 08:00:00,7,Ⅰ,12,Ⅰ,27,劣Ⅴ,33,-,9,劣Ⅴ
62,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
118,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
119,2015-01-01 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
120,2015-01-01 08:00:00,8,Ⅰ,14,Ⅰ,-1,-,-1,-,-1,-
122,2015-01-01 08:00:00,8,Ⅰ,12,Ⅰ,6,Ⅳ,5,-,0,Ⅲ
123,2015-01-01 08:00:00,6,Ⅰ,7,Ⅰ,2,Ⅱ,2,-,0,Ⅱ
58,2015-01-01 09:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
161,2015-01-01 10:00:00,7,Ⅰ,4,Ⅳ,5,Ⅲ,5,-,7,劣Ⅴ
159,2015-01-01 10:00:00,8,Ⅰ,13,Ⅰ,14,Ⅴ,14,-,2,劣Ⅴ
77,2015-01-01 10:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
58,2015-01-01 10:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
156,2015-01-01 10:00:00,7,Ⅰ,7,Ⅱ,4,Ⅲ,8,-,0,Ⅲ
58,2015-01-01 11:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
112,2015-01-01 11:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,2,劣Ⅴ
180,2015-01-01 11:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
104,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
191,2015-01-01 12:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅰ
123,2015-01-01 12:00:00,6,Ⅰ,7,Ⅰ,2,Ⅱ,2,-,0,Ⅱ
5,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
152,2015-01-01 12:00:00,8,Ⅰ,5,Ⅲ,4,Ⅲ,5,-,0,Ⅰ
124,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
193,2015-01-01 12:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
156,2015-01-01 12:00:00,8,Ⅰ,7,Ⅱ,4,Ⅲ,8,-,0,Ⅱ
80,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
73,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
19,2015-01-01 12:00:00,8,Ⅰ,11,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
155,2015-01-01 12:00:00,8,Ⅰ,6,Ⅱ,5,Ⅲ,9,-,0,Ⅲ
32,2015-01-01 12:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
55,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,4,Ⅲ,9999,-,2,劣Ⅴ
56,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
84,2015-01-01 12:00:00,7,Ⅰ,11,Ⅰ,34,劣Ⅴ,40,-,9,劣Ⅴ
110,2015-01-01 12:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
120,2015-01-01 12:00:00,8,Ⅰ,13,Ⅰ,-1,-,-1,-,-1,-
159,2015-01-01 12:00:00,8,Ⅰ,13,Ⅰ,14,Ⅴ,13,-,1,Ⅴ
53,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
138,2015-01-01 12:00:00,7,Ⅰ,3,Ⅳ,9999,-,10,-,6,劣Ⅴ
140,2015-01-01 12:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
154,2015-01-01 12:00:00,7,Ⅰ,14,Ⅰ,3,Ⅱ,3,-,0,Ⅱ
12,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
16,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
18,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
54,2015-01-01 12:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
161,2015-01-01 12:00:00,7,Ⅰ,6,Ⅱ,5,Ⅲ,6,-,7,劣Ⅴ
72,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
97,2015-01-01 12:00:00,7,Ⅰ,7,Ⅰ,6,Ⅳ,6,-,0,Ⅲ
59,2015-01-01 12:00:00,7,Ⅰ,12,Ⅰ,5,Ⅲ,6,-,1,Ⅳ
60,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,1,Ⅳ
61,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9,-,0,Ⅲ
117,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
118,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
119,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
121,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
103,2015-01-01 12:00:00,7,Ⅰ,11,Ⅰ,9,Ⅳ,9999,-,-1,-
77,2015-01-01 12:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
105,2015-01-01 12:00:00,7,Ⅰ,13,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
106,2015-01-01 12:00:00,8,Ⅰ,12,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
107,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
108,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
109,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
111,2015-01-01 12:00:00,7,Ⅰ,11,Ⅰ,9,Ⅳ,9999,-,0,Ⅲ
113,2015-01-01 12:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
114,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
115,2015-01-01 12:00:00,8,Ⅰ,13,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
116,2015-01-01 12:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
178,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅲ
179,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,-1,-,9999,-,2,劣Ⅴ
181,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,5,劣Ⅴ
182,2015-01-01 12:00:00,7,Ⅰ,4,Ⅳ,4,Ⅲ,9999,-,0,Ⅱ
183,2015-01-01 12:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
184,2015-01-01 12:00:00,7,Ⅰ,13,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
134,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
147,2015-01-01 12:00:00,8,Ⅰ,13,Ⅰ,2,Ⅱ,3,-,0,Ⅰ
185,2015-01-01 12:00:00,7,Ⅰ,6,Ⅱ,10,Ⅴ,9999,-,-1,-
135,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅱ
137,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
141,2015-01-01 12:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,1,Ⅳ
157,2015-01-01 12:00:00,8,Ⅰ,11,Ⅰ,4,Ⅲ,8,-,0,Ⅱ
158,2015-01-01 12:00:00,8,Ⅰ,14,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
162,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,4,-,0,Ⅱ
164,2015-01-01 12:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,7,-,0,Ⅱ
168,2015-01-01 12:00:00,7,Ⅰ,14,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
173,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,6,Ⅳ,9999,-,1,Ⅳ
175,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅲ
176,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
186,2015-01-01 12:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
136,2015-01-01 12:00:00,6,Ⅰ,2,Ⅴ,-1,-,9999,-,-1,-
57,2015-01-01 12:00:00,7,Ⅰ,7,Ⅰ,4,Ⅲ,22,-,1,Ⅳ
142,2015-01-01 12:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
70,2015-01-01 12:00:00,7,Ⅰ,5,Ⅲ,5,Ⅲ,35,-,1,Ⅳ
64,2015-01-01 12:00:00,8,Ⅰ,11,Ⅰ,1,Ⅰ,0,-,0,Ⅰ
177,2015-01-01 12:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
187,2015-01-01 12:00:00,7,Ⅰ,7,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
189,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
125,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
127,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
129,2015-01-01 12:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
131,2015-01-01 12:00:00,7,Ⅰ,7,Ⅱ,0,Ⅰ,9999,-,0,Ⅱ
133,2015-01-01 12:00:00,6,Ⅰ,8,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
67,2015-01-01 12:00:00,6,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
58,2015-01-01 12:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,-1,-
166,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,6,Ⅳ,7,-,0,Ⅱ
219,2015-01-01 12:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅰ
190,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
192,2015-01-01 12:00:00,-1,-,7,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
194,2015-01-01 12:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
75,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
195,2015-01-01 12:00:00,7,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,1,Ⅴ
196,2015-01-01 12:00:00,7,Ⅰ,11,Ⅰ,9,Ⅳ,9999,-,0,Ⅱ
197,2015-01-01 12:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
198,2015-01-01 12:00:00,8,Ⅰ,3,Ⅳ,0,Ⅰ,9999,-,0,Ⅲ
199,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,2,Ⅰ,9999,-,0,Ⅱ
201,2015-01-01 12:00:00,7,Ⅰ,1,劣Ⅴ,12,Ⅴ,9999,-,16,劣Ⅴ
202,2015-01-01 12:00:00,6,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅱ
206,2015-01-01 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,0,-,0,Ⅱ
207,2015-01-01 12:00:00,7,Ⅰ,3,Ⅳ,4,Ⅲ,-1,-,0,Ⅱ
209,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,14,Ⅴ,11,-,0,Ⅱ
211,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
212,2015-01-01 12:00:00,8,Ⅰ,10,Ⅰ,11,Ⅴ,12,-,0,Ⅱ
213,2015-01-01 12:00:00,7,Ⅰ,5,Ⅲ,6,Ⅳ,7,-,0,Ⅱ
214,2015-01-01 12:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,0,-,-1,-
216,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
210,2015-01-01 12:00:00,8,Ⅰ,9,Ⅰ,8,Ⅳ,13,-,0,Ⅱ
62,2015-01-01 12:00:00,6,Ⅰ,7,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
65,2015-01-01 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
126,2015-01-01 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
85,2015-01-01 12:00:00,8,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
63,2015-01-01 12:00:00,6,Ⅰ,2,Ⅴ,4,Ⅲ,9999,-,3,劣Ⅴ
74,2015-01-01 12:00:00,8,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
